,id,text,created_at,retweets,replies,likes,lang,score,norm_score,politican,rank,links,classification category,classification source,open in twitter [yes/no],verified from twitter only [yes/no],translated_text,toxicity score,inflammatory score
955,1549700833679474689,ایک دفعہ پھر سیاسی منڈی کھل گئی اور ضمیروں کی بولی لگنی شروع ہو گئی,2022-07-20T10:20:45.000Z,9128,1778,33811,ur,14023.2593939394,0.566539626226091,Asad_Umar,Top 10%,,,,,,Once again the political market opened up and bidding of consciences began,0.043646812,0.24033426
956,1523901763094564865,سعودی عرب سے خالی ہاتھ، امارات سے خالی ہاتھ، چین سے خالی ہاتھ، IMF سے خالی ہاتھ. بھکاریوں کی لولی پوپ کہیں نہیں بک رہی. زر مبادلہ کے ذخائر گرتے چلے جا رہے ہیں. کرسی پر بیٹھا تو دیا لیکن معاملاتِ بد سے بدتر ہو رہے ہیں. کون ذمہ داری قبول کرے گا اس تباہی کی #امپورٹڈ__حکومت__نامنظور,2022-05-10T05:44:27.000Z,12649,1897,26593,ur,13550.49818181818,0.5474400750529094,Asad_Umar,Top 10%,,,,,,"Empty hands from Saudi Arabia, empty hands from Emirates, empty hands from China, empty hands from IMF. The beggars' lollipop is not being sold anywhere. Foreign exchange reserves are falling. He sat on the chair, but things are getting worse from bad to worse. Who will take responsibility for this destruction #imported__government__disapproved",0.16098402,0.70844513
957,1528952388949839872,غیر قانونی گرفتاریاں، گھروں پر چھاپے، چادر چاردیواری پامال... اس سب کا نتیجہ یہ نکلا ہے کے کارکنوں اور عوام کا جوش اور جذبہ مزید بلند. کل رات سے جس سے رابطہ ہوتا ہے وہ اور پرجوش ہے. لرزتی، کانپتی امپورٹڈ حکومت خوفزدہ نظر آ رہی ہے #حقیقی_آزادی_مارچ,2022-05-24T04:13:50.000Z,11965,909,28337,ur,13466.36727272728,0.5440411866453382,Asad_Umar,Top 10%,,,,,,"Illegal arrests, raids on houses, trampling of sheets and walls... The result of all this is that the enthusiasm and enthusiasm of the workers and the people has increased. The contact from last night is more exciting. Shivering, trembling imported government looks scared #Real_Freedom_March",0.12520397,0.6490661
958,1528256508336738304,صحافیوں پر پرچے، سینئر خاتون سیاست دان کی غیر قانونی گرفتاری، پنجاب اسمبلی کے باہر خاردار تاریں اور پولیس کا محاصرہ.. یہ سب صرف پچھلے 24 گھنٹوں میں. 22 کروڑ کے ایٹمی طاقت والا ملک جو 6٪ سے ترقی کر رہا تھا اس کا یہ مذاق بنانے کی ذمہ داری کون لے گا؟.#امپورٹڈ__حکومت___نامنظور,2022-05-22T06:08:39.000Z,12057,1063,27902,ur,13427.04,0.5424523649766018,Asad_Umar,Top 10%,,,,,,"Leaflets on journalists, illegal arrest of a senior woman politician, barbed wire outside the Punjab Assembly and police siege.. all this in the last 24 hours. Who will take the responsibility of making a joke of a country with nuclear power of 22 crores which was growing at 6%?",0.09872158,0.64893895
959,1545342876334243840,جب بات 80 سالہ بیوہ کو دھمکی دینے تک پہنچ جائے تو اس کا مطلب صرف عمارت کی بنیادیں نہیں ہل رہی، پوری عمارت ہی زمین بوس ہونے والے ہے.  #PakistanUnderFascism,2022-07-08T09:43:47.000Z,11043,547,29962,ur,13421.8593939394,0.5422430685114399,Asad_Umar,Top 10%,,,,,,"When it comes to threatening an 80-year-old widow, it means not only the foundations of the building are shaking, the entire building is about to collapse. #PakistanUnderFascism",0.32236105,0.25304112
960,1550811215378759681,جو شخص عدالت کے مطابق کبھی وزیر اعلیٰ منتخب ہی نہیں ہوا تھا، اور جو ساری قوم کے سامنے کل الیکشن ہارا، وہی عدالت کے فیصلے کے مطابق دو دن نگران وزیر اعلیٰ رہے گا. اللہ کی شان,2022-07-23T11:53:01.000Z,9727,1097,31136,ur,13336.0993939394,0.538778364837332,Asad_Umar,Top 10%,,,,,,"The person who was never elected as the Chief Minister according to the court, and who lost the election yesterday in front of the entire nation, will remain the caretaker Chief Minister for two days according to the court's decision. Glory to Allah",0.07371122,0.80378413
961,1550345401152049152,First they ignore you. Then they laugh at you. Then they fight you. Then you win. It is Imran Khan's time to win. Inshallah #MandateVsMafia,2022-07-22T05:02:02.000Z,8021,787,33417,en,13150.38909090909,0.5312756693006159,Asad_Umar,Top 10%,,,,,,First they ignore you. Then they laugh at you. Then they fight you. Then you win. It is Imran Khan's time to win. Inshallah #MandateVsMafia,0.31547862,0.43839425
962,1513256332635242496,RT @ImranKhanPTI: میں نے اپنی ملکی تاریخ میں اس سے پہلے اتنی بڑی تعداد میں لوگوں کو خود سے باہر نکلتے نہیں دیکھا جو ڈاکوؤں کی امپورٹڈ حکومت…,2022-04-10T20:43:19.000Z,74585,0,0,ur,54816.52199074074,1.0,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Never before in the history of our country have I seen such a large number of people coming out of themselves that the imported government of thugs...,0.3625127,0.7541823
963,1517387222189813761,RT @ImranKhanPTI: Thank you Lahore for the massive support &amp; the biggest jalsa in my 26 years in politics; and the most responsive and pass…,2022-04-22T06:18:00.000Z,69663,0,0,en,51199.07986111111,0.9340081785881879,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Thank you Lahore for the massive support &amp; the biggest jalsa in my 26 years in politics; and the most responsive and pass…,0.02048268,0.438397
964,1515651141488418816,RT @ImranKhanPTI: Thank you Karachi for your momentous &amp; passionate support for our jalsa last night. This is our fight for democracy &amp; the…,2022-04-17T11:19:26.000Z,65859,0,0,en,48403.31597222223,0.8830059663471207,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Thank you Karachi for your momentous &amp; passionate support for our jalsa last night. This is our fight for democracy &amp; the…,0.01822079,0.1802049
965,1521106573044633601,RT @ImranKhanPTI: My question for the Biden Administration: By indulging in a regime change conspiracy to remove a democratically elected P…,2022-05-02T12:37:22.000Z,57789,0,0,en,42472.23958333334,0.7748072668767179,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: My question for the Biden Administration: By indulging in a regime change conspiracy to remove a democratically elected P…,0.07212844,0.4016344
966,1516200817501487104,"This is Qasim Khan Suri and I am NOT a BOT.

Also, I do not accept the Imported Government in Pakistan. 

#امپورٹڈ_حکومت_نامنظور

Thank you. https://t.co/Qu7LtN3ca8",2022-04-18T23:43:39.000Z,41275,6473,82203,en,42086.83680555555,0.7677764892246282,QasimKhanSuri,Top 10%,https://t.co/Qu7LtN3ca8,social media,twitter ,yes,yes,"This is Qasim Khan Suri and I am NOT a BOT.

Also, I do not accept the imported government in Pakistan.

#imported_government_disapproved

Thank you. https://t.co/Qu7LtN3ca8",0.123468354,0.4018606
967,1518318276819886080,RT @ImranKhanPTI: I want to thank all our social media warriors who have valiantly taken our fight against US regime change conspiracy forw…,2022-04-24T19:57:40.000Z,57119,0,0,en,41979.82060185185,0.7658242273915666,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I want to thank all our social media warriors who have valiantly taken our fight against US regime change conspiracy for w…,0.07291982,0.35898295
968,1514936922703110147,RT @ImranKhanPTI: کراچی میں ہمارے جلسے میں شرکت کیلئے آنے والوں سے میری گزارش ہے کہ وہ قومی پرچم اپنے ساتھ لے کر آئیں کیونکہ اب یہ امریکی ش…,2022-04-15T12:01:23.000Z,56646,0,0,ur,41632.1875,0.7594824696654823,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I request those who come to attend our rally in Karachi to bring the national flag with them because now it is the American flag.,0.09033044,0.38746506
969,1523006260190142464,RT @Africa_Archives: Leaked Hillary Clinton Emails Revealed NATO Killed Gaddafi to Stop the formation of a United States of Africa https://…,2022-05-07T18:26:03.000Z,56599,0,0,en,41597.64467592593,0.7588523161493598,QasimKhanSuri,Top 10%,,,,,,RT @Africa_Archives: Leaked Hillary Clinton Emails Revealed NATO Killed Gaddafi to Stop the Formation of a United States of Africa https://…,0.12086493,0.18948756
970,1521332160527015936,"RT @ImranKhanPTI: Eid Mubarak to Pakistanis both here and abroad. InshaAllah, next Eid we will be on the road to Haqeeqi Azadi.",2022-05-03T03:33:46.000Z,52911,0,0,en,38887.13541666666,0.7094053764161694,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: Eid Mubarak to Pakistanis both here and abroad. InshaAllah, next Eid we will be on the road to Haqeeqi Azadi.",0.20572066,0.43624648
971,1515662907308052486,RT @ImranKhanPTI: What happened in Punjab Assembly was condemnable &amp; against all democratic norms &amp; constitutional provisions. No one was i…,2022-04-17T12:06:11.000Z,51442,0,0,en,37807.48842592593,0.689709727156935,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: What happened in Punjab Assembly was condemnable &amp; against all democratic norms &amp; constitutional provisions. No one was i…,0.06579731,0.2112424
972,1517467476124123138,RT @ImranKhanPTI: بےمثال حمایت کے ساتھ متحرک اور پرجوش سامعین پر مشتمل اپنے 26 سالہ دورِ سیاست کے سب سے بڑے جلسے پر میں اہلِ لاہور کا شکرگز…,2022-04-22T11:36:54.000Z,50517,0,0,ur,37127.65625,0.6773077696587785,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I thank the people of Lahore for the biggest rally in my 26 years of politics with a dynamic and enthusiastic audience with unparalleled support...,0.019477395,0.36562517
973,1513116183536545796,RT @ImranKhanPTI: یوں تو پاکستان 1947 میں ایک آزاد ریاست بنا مگر تبدیلئ اقتدار کی ایک بیرونی سازش کیخلاف آزادی کی ازسرِ نو جدوجہد کا آج نکت…,2022-04-10T11:26:25.000Z,47237,0,0,ur,34717.00810185185,0.6333310987463967,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: Thus, Pakistan became an independent state in 1947, but the change of power today is the point of renewed struggle for freedom against an external conspiracy.",0.054037213,0.124753475
974,1513572748064280580,RT @ImranKhanPTI: On Wednesday I will be holding a jalsa in Peshawar after Isha - my first jalsa after being removed through a foreign- ins…,2022-04-11T17:40:38.000Z,46865,0,0,en,34443.60532407407,0.6283435007038948,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: On Wednesday I will be holding a jalsa in Peshawar after Isha - my first jalsa after being removed through a foreign-ins...,0.19124292,0.040827695
975,1521115036428783617,RT @ImranKhanPTI: بائیڈن انتظامیہ سےمیرا سوال ہےکہ:22 کروڑلوگوں کےدیس میں ایک منتخب جمہوری وزیراعظم کو ہٹانے اور ایک کٹھ پتلی کو لانے کیلئے…,2022-05-02T13:11:00.000Z,45950,0,0,ur,33771.12268518518,0.6160756184219346,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: My question to the Biden administration is: To remove an elected democratic prime minister and bring in a puppet in a country of 22 million people...,0.29953843,0.36216962
976,1533533918028255233,RT @ImranKhanPTI: ہمارے پیارے نبی پاک ﷺ پر بھارتیہ جنتا پارٹی کی ایک ترجمان کے نفرت انگیز حملے کی شدید ترین مذمت کرتا ہوں۔ مودی سرکار جان ب…,2022-06-05T19:39:12.000Z,41718,0,0,ur,30660.79861111111,0.5593349869276664,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I strongly condemn the hateful attack on our beloved Prophet PBUH by a spokesperson of Bharatiya Janata Party. Modi Govt.,0.10783285,0.75058323
977,1548730416932216833,RT @ImranKhanPTI: I want to first thank our PTI workers &amp; voters of Punjab for defeating not just PMLN candidates but the entire state mach…,2022-07-17T18:04:40.000Z,41248,0,0,en,30315.37037037037,0.5530334517664409,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I want to first thank our PTI workers &amp; voters of Punjab for defeating not just PMLN candidates but the entire state mach…,0.0466155,0.44851404
978,1524089536069963776,RT @ImranKhanPTI: Thank you Jhelum for a record turnout and especially the participation of women and families. I am witnessing the formati…,2022-05-10T18:10:36.000Z,39903,0,0,en,29326.85763888889,0.5350003351880405,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Thank you Jhelum for a record turnout and especially the participation of women and families. I am witnessing the format…,0.016210219,0.18429513
979,1519693454141530112,RT @ImranKhanPTI: Pakistan was created on 27th Ramazan 14th August 1947. Today on 27th Ramazan I will be offering Dua at 10.00 pm with Maul…,2022-04-28T15:02:08.000Z,38044,0,0,en,27960.5787037037,0.5100757524971509,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Pakistan was created on 27th Ramazan 14th August 1947. Today on 27th Ramazan I will be offering Dua at 10.00 pm with Maul…,0.09394901,0.2782274
980,1521115091223158785,RT @ImranKhanPTI: تبدیلئ اقتدارکی امریکی سازش کےبارے میں کوئی شک تھابھی تو اس ویڈیوکےبعدباقی  نہیں رہناچاہئےکہ ایک منتخب جمہوری وزیراعظم+اس…,2022-05-02T13:11:13.000Z,38021,0,0,ur,27943.67476851852,0.5097673794998994,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: Even if there was any doubt about the American plot to change power, after this video it should not remain that an elected democratic prime minister + this...",0.05354243,0.19859716
981,1514591041185144836,RT @ImranKhanPTI: میں اپنےان 123 MNAs کامشکورہوں جنکےاستعفےٰآج سپیکرقاسم سوری نےمنظورکئے۔ یہ عدالتوں سےسزایافتہ اورضمانتوں پرگھومنےوالےمجرم…,2022-04-14T13:06:58.000Z,37979,0,0,ur,27912.80671296296,0.509204263591875,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I am grateful to our 123 MNAs whose resignations were accepted by Speaker Qasim Suri today. These are criminals who have been sentenced by the courts and are out on bail.,0.23343207,0.35140404
982,1519776248926507008,ن لیگی غنڈوں نے مجھ پر اور میرے سحری کے لیے آئے ہوئے مہمانوں پر اسلام آباد کے مقامی ریسٹورنٹ پر ابھی ابھی حملہ کرنے کی کوشش کی اور مہمانوں سے بدتمیزی کی نون لیگی غنڈوں کو ریسٹورنٹ میں آئی ہوئی فیملیز اور ویٹرز نے مار مار کر بھگادیا۔ امپورٹڈ حکومت اب ان اوچھے ہتھکنڈوں پر آ گئی ہے۔,2022-04-28T20:31:08.000Z,23730,6124,68672,ur,27352.65277777778,0.4989855573543687,QasimKhanSuri,Top 10%,,,,,,The PML-G goons tried to attack me and my guests for Suhore at a local restaurant in Islamabad just now and the PML-G goons who abused the guests were chased away by the families and waiters who came to the restaurant. The imported government has now come to these high tactics.,0.3974717,0.87884456
983,1516962108537253888,"#PakistanNeedsElection 
 #امپورٹڈ_حکومت_نامنظور https://t.co/4BozQIGygU",2022-04-21T02:08:45.000Z,26652,2496,52152,qme,26830.11111111111,0.4894529995106783,QasimKhanSuri,Top 10%,https://t.co/4BozQIGygU,social media,twitter ,yes,yes,"#PakistanNeedsElection
 #imported_government_disapproved https://t.co/4BozQIGygU",0.09112182,0.10086886
984,1544425089701236739,RT @ImranKhanPTI: میں پنجاب پولیس کیجانب سےآج شب @ImranRiazKhan کی بلاجوازگرفتاری کی شدید مذمت کرتاہوں۔ہماری قوم کو چَھٹے ہوئے بدمعاشوں پرم…,2022-07-05T20:56:50.000Z,36200,0,0,ur,26605.32407407407,0.4853522826305557,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I strongly condemn the unjustified arrest of @ImranRiazKhan by the Punjab Police tonight.,0.083999306,0.64193696
985,1523314197399887874,RT @ImranKhanPTI: I want to thank all the people at our Abbotabad jalsa for their passion &amp; awareness about the foreign conspiracy of regim…,2022-05-08T14:49:41.000Z,35707,0,0,en,26242.99189814815,0.4787423744720788,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I want to thank all the people at our Abbotabad jalsa for their passion &amp; awareness about the foreign conspiracy of regime…,0.08953904,0.3776463
986,1513572781136355338,"RT @ImranKhanPTI: We are demanding immediate elections as that is the only way forward -- to let the people decide, through fair &amp; free ele…",2022-04-11T17:40:46.000Z,35560,0,0,en,26134.9537037037,0.4767714687939934,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: We are demanding immediate elections as that is the only way forward -- to let the people decide, through fair &amp; free ele…",0.023553278,0.24566226
987,1510528218851250182,وہی ہوتا ہے جو منظور خدا ہوتا ہے !!! https://t.co/BxBEaibJmT,2022-04-03T08:02:46.000Z,17448,8989,83638,ur,25098.69386574074,0.4578673172657735,QasimKhanSuri,Top 10%,https://t.co/BxBEaibJmT,mainstream media,ptv parliment,yes,yes,It is what God approves!!! https://t.co/BxBEaibJmT,0.018723432,0.2804286
988,1515069199051280394,RT @ImranKhanPTI: میں اپنے جری جوانوں، جن میں سےسات نےضلع شمالی وزیرستان میں دہشت گردوں کےحملےکا مقابلہ کرتے ہوئے جامِ شہادت نوش کیا، کو سل…,2022-04-15T20:47:00.000Z,33030,0,0,ur,24275.52083333333,0.442850439096333,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: I salute my young soldiers, seven of whom died fighting terrorist attacks in North Waziristan district.",0.112643376,0.2867781
989,1514584790145683458,RT @ImranKhanPTI: ہمارےجلسےکو تاریخی اورعظیم الشان بنانےکیلئےپشاور میں نکلنےوالےتمام لوگوں کا تہہ دل سےمشکورہوں۔ ایک آزاد پاکستان کی حمایت…,2022-04-14T12:42:08.000Z,32954,0,0,ur,24219.66435185185,0.4418314674532413,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Heartfelt thanks to all the people who came out in Peshawar to make our rally historic and grand. Support for an independent Pakistan…,0.024260364,0.27854657
990,1529414091436982272,RT @ImranKhanPTI: Rumours &amp; delib disinfo that a deal has been done. Absolutely not! We are moving towards Islamabad &amp; no question of any d…,2022-05-25T10:48:29.000Z,32515,0,0,en,23897.01967592593,0.4359455654622243,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Rumors &amp; delib disinfo that a deal has been done. Absolutely not! We are moving towards Islamabad &amp; no question of any d…,0.09568449,0.22786869
991,1528842785788510208,"RT @ImranKhanPTI: PPP, PMLN and JUI Marches against our govt were never stopped nor did we carry out any crackdown on their  workers. This…",2022-05-23T20:58:19.000Z,32474,0,0,en,23866.88657407407,0.4353958570758195,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: PPP, PMLN and JUI Marches against our govt were never stopped nor did we carry out any crackdown on their workers. This…",0.06500591,0.49569613
992,1516398011449950208,"ضمانت پر رہا کوئی رہ تو نہیں گیا جسے نئی کابینہ میں شامل نہ کیا گیا ہو؟ رہ جانے والوں کا بھی حق ہے بلکہ ہر مجرم کا حق ہے۔ 

#امپورٹڈ_حکومت_نامنظور",2022-04-19T12:47:13.000Z,23744,2708,44090,ur,23652.55902777778,0.4314859492868412,QasimKhanSuri,Top 10%,,,,,,"Is there anyone left on bail who has not been included in the new cabinet? Those left behind also have the right, but every criminal has the right.

#imported_government_disapproved",0.10739898,0.4496451
993,1530703946531999745,"9 اپریل 2022 کو رات 9 بجے سے رات 12 بجے تک ملک کا وزیراعظم تو عمران خان تھا مگر حکومت کس کی تھی؟ کس نے عدالتیں کھلوائیں؟ کس نے تحریکِ انصاف کے لوگوں کے نام ای سی ایل میں ڈالے؟ کس نے پرزن وینز منگوائیں؟ کس کا حکم چل رہا تھا؟
تاریخ معاف نہیں کرے گی۔
#امپورٹڈ_حکومت_نامنظور",2022-05-29T00:13:54.000Z,21839,4130,51214,ur,23385.0150462963,0.4266052313615655,QasimKhanSuri,Top 10%,,,,,,"On April 9, 2022, from 9 pm to 12 pm, the Prime Minister of the country was Imran Khan, but whose government was it? Who played the courts? Who put the names of Tehreek-e-Insaaf people in ECL? Who ordered the Prison Vans? Whose order was running?
History will not forgive.
#imported_government_disapproved",0.021667719,0.24613567
994,1522628571952414720,RT @ImranKhanPTI: آج کے اس جلسے کو اپنی تاریخ کا سب سے بڑا اجتماع بنانے اور اسلام آباد کی جانب حقیقی آزادی مارچ کی مکمل حمایت کرنے پر میں م…,2022-05-06T17:25:15.000Z,31684,0,0,ur,23286.27314814815,0.4248039149963129,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I thank you for making today's rally the biggest gathering in our history and fully supporting the true freedom march towards Islamabad.,0.037105743,0.310083
995,1532153469183721472,#وہ_کون_تھا جس نے 154 سیٹوں والے عمران خان سے حکومت چھین کر 84 سیٹوں والی کریمنل لیگ کو پوری قوم پر مسلط کر دیا؟,2022-06-02T00:13:47.000Z,20216,4354,57732,ur,23085.65625,0.4211441261067144,QasimKhanSuri,Top 10%,,,,,,#Who_was_who took away the government from Imran Khan with 154 seats and imposed the criminal league with 84 seats on the entire nation?,0.10175867,0.6504231
996,1515023935225704448,RT @ImranKhanPTI: Strongly condemn the attack by Israeli occupation forces on Al Aqsa mosque during Friday prayers in month of Ramazan. Al…,2022-04-15T17:47:08.000Z,31254,0,0,en,22970.24305555555,0.4190386806998726,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Strongly condemn the attack by Israeli occupation forces on Al Aqsa mosque during Friday prayers in the month of Ramazan. Al…,0.08716487,0.65013856
997,1523649715866603520,RT @ImranKhanPTI: کرائم منسٹر شہباز شریف کیخلاف 16 ارب روپے کی منی لانڈرنگ کامقدمہ تیار کرنےاور اسکی تحقیقات کرنے والے ڈاکٹر رضوان، جن کا ش…,2022-05-09T13:02:54.000Z,30608,0,0,ur,22495.46296296296,0.4103774217335925,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: Dr. Rizwan, who prepared and investigated the money laundering case of 16 billion rupees against Crime Minister Shehbaz Sharif, whose...",0.08637348,0.43731782
998,1514554716822589443,RT @ImranKhanPTI: Want to thank all those who came to our jalsa in Peshawar making it a mammoth &amp; historic jalsa. The passion &amp; commitment…,2022-04-14T10:42:38.000Z,30559,0,0,en,22459.45023148148,0.4097204531742307,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Want to thank all those who came to our jalsa in Peshawar making it a mammoth &amp; historic jalsa. The passion &amp; commitment…,0.018849092,0.17639482
999,1525394905564348418,RT @ImranKhanPTI: کوئی شک میں نہ رہے،میں آج سیالکوٹ جاؤں گا۔امپورٹڈ حکومت نےہماری قیادت+کارکنان کیخلاف سیالکوٹ میں جو کچھ کیاوہ اشتعال انگی…,2022-05-14T08:37:40.000Z,30500,0,0,ur,22416.08796296296,0.4089294093986726,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: No doubt, I will go to Sialkot today. What the imported government did against our leadership + workers in Sialkot is outrageous...",0.12520397,0.44626775
1000,1529947499196481538,RT @ImranKhanPTI: پٹرول اور ڈیزل کی قیمتوں میں %20 یا 30روپے فی لٹر اضافے، جوہماری تاریخ کا سب سےبڑا یکمشت اضافہ ہے، کے ساتھ قوم نے امپورٹڈ…,2022-05-26T22:08:03.000Z,30458,0,0,ur,22385.21990740741,0.4083662934906482,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: With petrol and diesel prices increasing by Rs 20 or Rs 30 per litre, the biggest single increase in our history, the nation has imported…",0.012503231,0.089175776
1001,1515009432580726789,RT @ImranKhanPTI: My message for our Overseas Pakistanis. https://t.co/1kGNuSSydR,2022-04-15T16:49:30.000Z,30021,0,0,en,22064.04513888889,0.4025072065428705,QasimKhanSuri,Top 10%,https://t.co/1kGNuSSydR,social media,twitter ,yes,yes,RT @ImranKhanPTI: My message for our Overseas Pakistanis. https://t.co/1kGNuSSydR,0.09033044,0.20033708
1002,1529429054251667457,"RT @Dr_YasminRashid: لڑو مجھے، آئو نہ! 
#حقیقی_آزادی_مارچ https://t.co/3KAHw3zg3S",2022-05-25T11:47:56.000Z,29290,0,0,ur,21526.79398148148,0.392706308238922,QasimKhanSuri,Top 10%,https://t.co/3KAHw3zg3S,social media,twitter ,yes,yes,"RT @Dr_YasminRashid: Fight me, don't come!
#true_freedom_march https://t.co/3KAHw3zg3S",0.045131154,0.22229347
1003,1518099442884169728,ملک کاوزیراعظم فریاد کرتارہا، قومی اسمبلی کا اسپیکر وڈپٹی اسپیکر فریادکرتارہا، پوری کابینہ فریادکرتی رہی، عوام فریادکرتی رہی کہ ملک کےخلاف اندرونی غداروں کی مددسے بین الاقوامی سازش ہوئی ہے مداخلت کا نوٹس لیں لیکن مجال ہے کہ عدلیہ کےکان پر جوں تک رینگی ہو۔ کیا یہ ان کاملک نہیں ہے؟,2022-04-24T05:28:06.000Z,19918,3899,46794,ur,21356.80381944445,0.3896052329451311,QasimKhanSuri,Top 10%,,,,,,"The Prime Minister of the country kept crying, the Speaker and Deputy Speaker of the National Assembly kept crying, the entire cabinet kept crying, the people kept crying that there was an international conspiracy against the country with the help of internal traitors. Isn't it perfect?",0.24603334,0.7481168
1004,1529447804241838080,RT @ImranKhanPTI: سمجھوتےسےمتعلق جان بوجھ کر افواہیں+غلط معلومات تراشی جارہی ہیں۔ ہرگز نہیں!ہم اسلام آبادکیجانب بڑھ رہےہیں چنانچہ کسی سمجھو…,2022-05-25T13:02:26.000Z,28948,0,0,ur,21275.43981481481,0.388120935845009,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: Deliberate rumors + misinformation being spread about the compromise. Not at all! We are moving towards Islamabad, so please understand...",0.11140333,0.23822655
1005,1525099057512796160,"RT @AJEnglish: ""The Israeli army is asking people if they are Christian or Muslim. If you’re Muslim you weren’t allowed in."" - @ajimran

Is…",2022-05-13T13:02:04.000Z,28763,0,0,en,21139.47337962963,0.3856405443453778,QasimKhanSuri,Top 10%,,,,,,"RT @AJEnglish: ""The Israeli army is asking people if they are Christian or Muslim. If you're Muslim you weren't allowed in."" - @ajimran

Is…",0.26104406,0.5562631
1006,1512149341917655044,RT @ImranKhanPTI: I have called a cabinet mtg tomorrow as well as our parl party mtg; &amp; tomorrow evening I will address the nation. My mess…,2022-04-07T19:24:32.000Z,28500,0,0,en,20946.18055555555,0.3821143661594154,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: I have called a cabinet mtg tomorrow as well as our parl party mtg; &amp; Tomorrow evening I will address the nation. My mess...,0.09785384,0.26300213
1007,1528842731937746944,RT @ImranKhanPTI: Peaceful protest is the right of all our citizens. The brutal crackdown on PTI ldrs &amp; workers in Punjab &amp; Islamabad has o…,2022-05-23T20:58:06.000Z,28243,0,0,en,20757.2974537037,0.3786686331031708,QasimKhanSuri,Top 10%,,,,,,RT @ImranKhanPTI: Peaceful protest is the right of all our citizens. The brutal crackdown on PTI leaders &amp; workers in Punjab &amp; Islamabad has o…,0.09481675,0.4487843
1008,1518409668179111936,محترمہ ہم عوامی و نظریاتی لوگ ہیں مڈل کلاس سے تعلق رکھتے ہیں اور اپنی اوقات میں ہی رہتے ہیں، ہمیں نہ کرسیوں کا شوق تھا نہ ہے اور نہ ہی رہے گا۔ ہمارا جینا مرنا اسی پاک سر زمین اور اس کی عوام کے ساتھ ہے آپ کے لیڈر کی طرح مکار اور بھگوڑے نہیں ہیں جو بغیر کرسی ہمیشہ لندن بھاگ جاتاہے۔ https://t.co/NMLceysTaq,2022-04-25T02:00:50.000Z,16165,5472,61184,ur,20713.98958333333,0.3778785816953547,QasimKhanSuri,Top 10%,https://t.co/NMLceysTaq,social media,twitter ,yes,yes,"Madam, we are public and ideological people, belong to the middle class and live in our time, we were not fond of chairs, nor will we be. Our life and death is with this holy land and its people. There are no crooks and fugitives like your leader who always runs away to London without a chair. https://t.co/NMLceysTaq",0.32128486,0.8553561
1009,1528375406822236163,"RT @ImranKhanPTI: I strongly condemn the political victimisation of journalists Arshad Sharif, Sami Ibrahim, Imran Riaz Khan through fake F…",2022-05-22T14:01:07.000Z,28175,0,0,en,20707.32060185185,0.3777569216330361,QasimKhanSuri,Top 10%,,,,,,"RT @ImranKhanPTI: I strongly condemn the political victimization of journalists Arshad Sharif, Sami Ibrahim, Imran Riaz Khan through fake F…",0.13041082,0.51851094
