,id,text,created_at,retweets,replies,likes,lang,score,norm_score,politican,rank,links,classification category,classification source,open in twitter [yes/no],verified from twitter only [yes/no],translated_text,toxicity score,inflammatory score
474,1516677521584099331,"عوام کی سہولت کے پیش نظر  ملتان ۔ راولپنڈی ۔ملتان براستہ کندیاں، اٹک سٹی گولٹرہ شریف کے درمیان چلنے والی تھل ایکسپریس  کو 21 اپریل 2022 سے بحال کرنے کا فیصلہ کیا ہے۔ 

یہ ٹرین ایک اے سی سٹینڈرڈ، سات اکانومی کلاس کوچز ، ایک بریک وین اور ایک پاور پلانٹ پر مشتمل ہوگی۔

Admin",2022-04-20T07:17:54.000Z,2196,1408,11017,ur,3782.843275771847,0.2378559920053687,KhSaad_Rafique,Top 10%,,,,,,"Multan for the convenience of the people. It has been decided to restore the Thal Express running between Rawalpindi-Multan via Kandian, Attock City Goltra Sharif from 21st April 2022.

The train will consist of one AC standard, seven economy class coaches, one brake van and one power plant.

Admin",0.009424546,0.03473281
475,1510531344350289921,RT @HamidMirPAK: عمران خان آخری گیند تک لڑنے کی بجائے وکٹیں اکھاڑ کر میدان سے بھاگ گیا,2022-04-03T08:15:11.000Z,6160,0,0,ur,3726.300366300366,0.2343007112700163,KhSaad_Rafique,Top 10%,,,,,,RT @HamidMirPAK: Imran Khan ran away from the field by tearing down wickets instead of fighting till the last ball,0.10522962,0.17976089
476,1517241771587211266,"ڈئیر عمران ! گھبرانا نہیں بالکل ۔۔

الیکشن کروا دینگے 
مگر 
آپ کی چندسنگین غلطیاں درست کرنیکے بعد 
آپکا ڈالاھوا گند ذرا صاف کرنےاور 
کچھ کرتوت سامنے لانے کے بعد 

ھم 2014 سے بھگت رھے مگر
آپ کواتنی زحمت نہیں ھو گی
منتظر رھیں  Relax",2022-04-21T20:40:01.000Z,2287,2509,9153,ur,3687.167451596023,0.2318401286953486,KhSaad_Rafique,Top 10%,,,,,,"Dear Imran! Don't panic at all.

Elections will be held
but
After correcting some of your critical mistakes
Just clean up the mess you made
After bringing out some deeds

We have been suffering since 2014
You will not be bothered
Stay tuned. Relax",0.08953904,0.4577516
477,1519727084574326784,"مسجد نبوی ﷺ میں وزیر اعظم کے وفد کیخلاف چند شرپسند گستاخوں کی نعرہ بازی اورزبان درازی انتہاٸ افسوسناک عمل ھے

نفرت ،تعصب اور گمراھی کی دلدل میں دھنسے یہ بدقسمت دربار ِ نبوی ﷺ کے آداب بُھلا بیٹھے 

اسکا اجر لیکن انھیں اکسانے والے شیطانوں کو بھی ضرور ملے گا
گواہ رھنا",2022-04-28T17:15:46.000Z,2096,3487,8671,ur,3669.608058608059,0.2307360367376103,KhSaad_Rafique,Top 10%,,,,,,"It is a very sad act of a few miscreants and insolent people shouting slogans against the Prime Minister's delegation in Masjid Nabawi (peace be upon him).

Drowning in the mire of hatred, bigotry and misguidance, this unfortunate court forgot the manners of the Prophet ﷺ.

But the devils who provoked them will surely get their reward
Be a witness",0.38601747,0.78587806
478,1550750490362667008,"پانامہ 1   پوری قوم نے بھُگتا

پانامہ  2   منظور ھے نہ قبول",2022-07-23T07:51:43.000Z,2464,2022,8843,ur,3636.798273155416,0.2286730371636379,KhSaad_Rafique,Top 10%,,,,,,"Panama 1 The whole nation suffered

Panama 2 is approved and not accepted",0.041172907,0.13869932
479,1529509093559480320,"بغیرکسی گارنٹی خونی لانگ مارچ کے سامنے سے رکاوٹیں ھٹوانے ،گرفتار شدگان کی رھاٸ ،IG اسلام آباد کی بے عزتی اورانکاجلسہ کروانےکے بندوبست کی قیمت اب ساری قوم اورجمہوری نظام اداکریگا
حکومت کے ھاتھ پاؤں باندھ دیے گئے 
فسادی کھُل کھیل رھےھیں 
عدل وانصاف کی جے ھو

admn",2022-05-25T17:05:59.000Z,2921,1444,7367,ur,3507.49790685505,0.2205429443601617,KhSaad_Rafique,Top 10%,,,,,,"The entire nation and the democratic system will now pay the price of removing the obstacles in front of the bloody long march without any guarantee, the release of the arrested, the disrespect of IG Islamabad and the arrangement for their rally.
The hands and feet of the government were tied
Let the rioters play
Justice and justice

admin",0.17025198,0.8147743
480,1528442716203393025,"رانا ثنا اللّٰہ خان اور ھمنوا کورس کی شکل میں گنُگُنا رھے ھیں ۔۔۔

آ جامیرے بالما تیرا انتظار ھے 😉🙄😎",2022-05-22T18:28:35.000Z,1618,3764,8794,ur,3459.473050758766,0.2175232581202219,KhSaad_Rafique,Top 10%,,,,,,"Rana Sanaullah Khan and Hamnawa are humming in the form of the chorus.

Come on, my baby is waiting for you 😉🙄😎",0.04785245,0.13074195
481,1528261829121687552,nice meaningful click 🌺 https://t.co/F1WO2L1kPl,2022-05-22T06:29:48.000Z,1383,1587,11167,en,3356.035060177917,0.2110193286504953,KhSaad_Rafique,Top 10%,https://t.co/F1WO2L1kPl,social media,dawn news,yes,yes,nice meaningful click 🌺 https://t.co/F1WO2L1kPl,0.054037213,0.0057058795
482,1520181633411866624,وزیر اعظم پاکستان کے گرمجوش استقبال پر آنر یبل ولی عہد حکومت ِ سعودی عرب  کا شکریہ https://t.co/p1VwyR2MSy,2022-04-29T23:21:59.000Z,1304,2065,10571,ur,3284.936682365254,0.2065488354389697,KhSaad_Rafique,Top 10%,https://t.co/p1VwyR2MSy,mainstream media,arab news,yes,yes,Thanks to the Honorable Crown Prince Government of Saudi Arabia for the warm welcome to the Prime Minister of Pakistan https://t.co/p1VwyR2MSy,0.0201057,0.43921039
483,1550522357005033473,"پاکستان مسلم لیگ  ن کی جانب سے 

جناب چوھدری  شجاعت حسین 
جناب آصف علی زرداری
جناب  سالک  حسین   
جناب  دوست محمد مزاری 

کا  شکریہ 🌺🙏🌺",2022-07-22T16:45:11.000Z,1738,1287,9938,ur,3268.741758241758,0.2055305379674574,KhSaad_Rafique,Top 10%,,,,,,"On behalf of Pakistan Muslim League-N

Mr. Chaudhry Shujaat Hussain
Mr. Asif Ali Zardari
Mr. Salik Hussain
Mr. Dost Mohammad Mazari

Thanks to 🌺🙏🌺",0.019854378,
484,1512886279616270341,"پُرانا پاکستان میں واپسی مبارک 

نیا پاکستان کی نحوست سے جان چھوٹ گىئ

الحمد للّٰہ رب العالمین",2022-04-09T20:12:51.000Z,1309,2786,9210,ur,3161.535321821036,0.1987896577815056,KhSaad_Rafique,Top 10%,,,,,,"Welcome back to old Pakistan

Naya Pakistan lost its life

Alhamdulillah, Lord of the worlds",0.3969567,0.45118785
485,1528896020846940160,"مخالفین کو چوھا کہنے والا اصلی تے وڈا چوھا  پشاور میں چھُپ کر لانگ مارچ کی قیادت کر رھا ھے 😎
بِل سے باھر نکلو تو جانیں",2022-05-24T00:29:51.000Z,1613,3090,7795,ur,3125.963108320251,0.1965529634451986,KhSaad_Rafique,Top 10%,,,,,,"The real te vada rat who calls the opponents rats is hiding in Peshawar and leading the long march.
Get out of the bill",0.47772613,0.7249449
486,1522636057887522816,RT @HamidMirPAK: Fateh Jang. Small place big crowd. ⁦@MaryamNSharif⁩ gave message that her party is ready to fight back on political front.…,2022-05-06T17:55:00.000Z,5139,0,0,en,3108.678178963894,0.1954661290936062,KhSaad_Rafique,Top 10%,,,,,,RT @HamidMirPAK: Fateh Jang. Small place big crowd. @MaryamNSharif gave message that her party is ready to fight back on political front.…,0.039935954,0.4627078
487,1520637025874980864,"with thx to 
minute mirror https://t.co/SJPvxVEvlc",2022-05-01T05:31:33.000Z,1561,1514,9276,en,3075.740973312402,0.1933951176471904,KhSaad_Rafique,Top 10%,https://t.co/SJPvxVEvlc,social media,twitter,yes,no,"with thx to
minute mirror https://t.co/SJPvxVEvlc",0.03781283,0.21754381
488,1528421375123283972,"25 مئى ھی کیوں؟ 
25 مىئ کوبھارتی حکومت حریت رھنمایٰسین ملک کوسزا سناناچاھتی ھے

25 مىئ پاکستان کی معاشی بحالی کیلئے IMFسے مذاکرات کادن بھی ھے

25 مىئ کوبھارتی ظلم سے توجہ ھٹانے اورIMF کونتیجہ خیز مذاکرات سے روکنے کیلئے لانگ مارچ کا ناٹک رچایا جا رھا ھے
#عمران_سازشی_مسترد",2022-05-22T17:03:47.000Z,2421,1661,6465,ur,3069.723181580325,0.193016733527689,KhSaad_Rafique,Top 10%,,,,,,"Why is May 25?
On May 25, the Indian government wants to punish the Hurriyat Rahmanisin Malik

May 25 is also the date of negotiations with IMF for the economic recovery of Pakistan

25 May is being staged as a long march to divert attention from Indian atrocities and to stop the IMF from fruitful talks.
#Imran_conspiracy_rejected",0.09308127,0.45971203
489,1527674420743049218,"مخالفین کی ماؤں بہنوں بارے بدکلامی کرنیوالا ننگ ِ وطن عمران وہ بدبخت ھے جس پر شیاطین اترتے ھیں 

تم یقیناً تباھی کی راہ پر ھو

گواہ رھنا ! یاد رکھنا !تم گمراھی کے راستے پر ھو اسی راہ پر اپنے منطقی انجام تک پہنچو گے

#بدزبان_بےلگام_عمران_خان",2022-05-20T15:35:39.000Z,2125,2983,6047,ur,3069.243851386709,0.1929865944099965,KhSaad_Rafique,Top 10%,,,,,,"Imran, who speaks ill of the mothers and sisters of the opponents, is a wretched person on whom the devils descend.

You are surely on the path of destruction

Be a witness! Remember, you are on the path of error and you will reach your logical conclusion on that path

#Badzban_Belgaum_Imran_Khan",0.44933176,0.56264925
490,1516809258347933698,"اسلام آباد – اللّٰہ کریم کے کرم سے وزرات ِ ریلوے اور 
وزارت سول ایوی ایشن میں پہلا دِن

ریلوے کا انجن سٹارٹ 
ایوی ایشن کی جانکاری شروع  
کام کام اور صرف کام https://t.co/IaQjPg71Ma",2022-04-20T16:01:22.000Z,1476,1980,8972,ur,3056.324437467295,0.1921742530598772,KhSaad_Rafique,Top 10%,https://t.co/IaQjPg71Ma,social media,twitter,yes,yes,"Islamabad - By the grace of Allah, Ministry of Railways and
First day in Ministry of Civil Aviation

Railway engine start
Aviation Information Start
Work work and only work https://t.co/IaQjPg71Ma",0.026028076,0.7079002
491,1549442072523964416,عمران نیازی ایک آوارہ گرد ہے جسکا آوارہ گردی کے علاوہ کوئی کام نہیں ہے اس کے چار سال کے کرتوتوں کی وجہ سے پاکستان معاشی دیوالیہ پن کی دہلیز پر آن کھڑا ہوا ہے https://t.co/JFAx27Xg5g,2022-07-19T17:12:31.000Z,1710,4191,5747,ur,2997.569335426479,0.1884798750318994,KhSaad_Rafique,Top 10%,https://t.co/JFAx27Xg5g,mainstream media,ptv news,yes,yes,"Imran Niazi is a vagabond who has nothing to do except vagabondism. Due to his four years of activities, Pakistan is on the verge of economic bankruptcy https://t.co/JFAx27Xg5g",0.4014846,0.6148344
492,1517267502421745664,"کچھ صفاٸ 
    تھوڑی دُھلاٸ 
           ذرا سی جھکاٸ  
                  پھر  — الیکشن

#توشہ_خانے_کا_چور_عمران",2022-04-21T22:22:16.000Z,1696,2609,7248,ur,2973.099686028258,0.1869412829445891,KhSaad_Rafique,Top 10%,,,,,,"Clean something up
    Wash a little
           A little bent
                  Then — the election

#Tosha_khane_ka_chor_imran",0.41445592,0.32535654
493,1525244217735491586,"ایٹم بم پاکستان پر نہیں

 تمھاری غلیظ جھوٹی ،گھٹیا سازشی 

سیاست پر گرے گا",2022-05-13T22:38:53.000Z,1471,2346,8170,ur,2967.172161172161,0.1865685745868802,KhSaad_Rafique,Top 10%,,,,,,"Atomic bomb not on Pakistan

 You filthy liars, vile conspirators

Will fall on politics",0.6588125,0.86173284
494,1524297154885562374,"5 برس بعد لندن آمد 
آج انشا اللّٰہ قائد مسلم لیگ ن سے برسوں بعد ملاقات
حکومتی و سیاسی امور پرمشاورت ھو گی https://t.co/IcHGam3jzn",2022-05-11T07:55:36.000Z,894,3264,8785,ur,2920.963631606489,0.1836630945450961,KhSaad_Rafique,Top 10%,https://t.co/IcHGam3jzn,mainstream media,dawn news,yes,no,"Arrived in London after 5 years
Today, God willing, I met with the leader of Muslim League-N after years
Government and political affairs will be consulted https://t.co/IcHGam3jzn",0.06817148,0.72164106
495,1547236664908648449,"میاں نواز شریف کا مقابلہ کرنیکی خواھش رکھنے والا سازشی اب گلی گلی کوچہ کوچہ انکے بچوں کا مقابلہ کررھا ھے

لگے رھو ۔۔۔۔
نامراد رھو گے",2022-07-13T15:09:01.000Z,1035,4976,6244,ur,2842.496075353219,0.1787292453020157,KhSaad_Rafique,Top 10%,,,,,,"The conspirator who wants to fight Mian Nawaz Sharif is now fighting his children from street to street.

Hold on.
You will be useless",0.5716857,0.7091281
496,1520188676722106369,"ریاست ِ مدینہ بنانے کے دعویدار پہلے

مدینۃ  المنورہ  کا احترام سیکھیں 

#توھین_مسجد_نبوی_نامنظور",2022-04-29T23:49:58.000Z,1864,1450,7149,ur,2826.220041862899,0.1777058478706318,KhSaad_Rafique,Top 10%,,,,,,"The claimants to make the state of Madinah first

Learn to respect Madinah al-Munawarah

#Your_Masjid_Nabawi_is_disapproved",0.11223003,0.44223213
497,1520856370165202944,"عمرو عیار       ——   سُنا تھا 

عمران عیار    ——    دیکھ لیا",2022-05-01T20:03:09.000Z,1304,3194,7055,ur,2813.40737833595,0.1769002187257628,KhSaad_Rafique,Top 10%,,,,,,"Amr Ayar — — was heard

Imran Aiyar —— Seen",0.010681152,0.045269407
498,1516544593839497223,"ھاں !pmlnکےضمانتوں پررھا اکثرلیڈراب کابینہ کا حصہ ھیں کیونکہ فتنۂِ عمرانیہ نے ھمیں چُن چُن کرنشانہ بنایا
سرکار کے کروڑوں خرچ کر کے بھی تم پونے 4 برس میں ھمارے خلاف ایک مقدمہ نہیں جیت سکے

ھماری ضمانتوں بارےعدالتی فیصلے مگر
عمران کے انتقامی اھتساب کےمنہ پر زناٹےدارتھپڑ ھیں",2022-04-19T22:29:41.000Z,1799,1726,6778,ur,2768.133961276818,0.1740535362858525,KhSaad_Rafique,Top 10%,,,,,,"Yes! Most of PMLN's bailiffs are part of the leadership cabinet because the civil strife has made us pick and choose.
Even after spending crores of government, you could not win a single case against us in 4 years

Court decisions about our guarantees
Imran's vindictive attitude is slapped on the face by adulterers",0.25727063,0.5620369
499,1513301003327651848,"قوموں کے منتشر ریوڑ پر عمران سے 

لیڈر نما بہروپیے پنجۂِ یہود میں تربیت 

دیکر مسلط کیے جاتے ھیں۔۔",2022-04-10T23:40:49.000Z,1060,4777,5688,ur,2708.475928833072,0.170302384188466,KhSaad_Rafique,Top 10%,,,,,,"From Imran on the scattered herds of nations

Leader-like training in the Claw of Jews

They are imposed.",0.37073207,0.75058323
500,1535192032741691393,"لُٹ کے کھا گئے پاکستان

#منی_گالا_کے_جادوگر",2022-06-10T09:27:57.000Z,948,5123,5336,ur,2639.539769754056,0.1659678460362256,KhSaad_Rafique,Top 10%,,,,,,"Pakistan was looted

Magician of #mini_gala",0.32557452,0.59716296
501,1520010410803486723,"عمران خان موجودہ دور کا ابوجہل بن چکا ہے۔ بارگاہِ رسالت حضرت محمد صہ کی گستاخی کرنا اور پھر اس پر سینہ چوڑا کرکے فخر کرنا صرف لعنتیوں کے کام ہیں۔ 

#توہین_مسجد_نبوی_نامنظور https://t.co/r0ew6U7n1R",2022-04-29T12:01:37.000Z,2033,1283,5844,ur,2637.671637885924,0.1658503824443456,KhSaad_Rafique,Top 10%,https://t.co/r0ew6U7n1R,mainstream media,unknown,yes,no,"Imran Khan has become the present-day Abu Jahl. Insolence of Prophet Muhammad (pbuh) and then boasting about him is only the work of the damned.

#تحين_مسجد_نابوي_نامزور https://t.co/r0ew6U7n1R",0.4269174,0.65077454
502,1520852335500869632,"عید الفطر کا مقدس دن بھی فتنۂِ عمرانیہ کی شیطانی سیاست کی نذر :

مرکزی رویت ھلال کمیٹی کاعیدالفطر منگل کومنانے کا اعلان 

عید کا چاند نظر نہ آنے کے باوجودPTI کی KPK حکومت نے کل عید منانے کا اعلان 

پاکستان میں پہلی بار عیدالفطر سرکاری سطح پر الگ الگ منائ جائیگی

شرم نہ حیأ",2022-05-01T19:47:07.000Z,1330,3020,6120,ur,2610.062794348509,0.1641144054585232,KhSaad_Rafique,Top 10%,,,,,,"The holy day of Eid-ul-Fitr is also a sacrifice to the satanic politics of Imraniyah:

The announcement of Central Royat Hilal Committee to celebrate Eid-ul-Fitr on Tuesday

PTI's KPK government announced to celebrate Eid tomorrow despite no Eid moon sighting

For the first time in Pakistan, Eid-ul-Fitr will be celebrated separately at the official level

No shame",0.2854733,0.29047057
503,1549924735307452416,"RTSسسٹم بٹھا کر،ووٹ چوری کر کےاقتدار میں لایا گیا
ایجینسیوں کے دباؤ سے اراکین اسمبلی کوساتھ چلایا
مخالفین سے جیلیں بھریں
ادارے اورمعیشت برباد کر دیں 
کرپشن کا ریٹ کىئ گنا بڑھایا
ٹرمپ اورمودی کےسامنے دو زانورھا
عدم اعتماد پر اسلامی ٹچ ،جہاد ٹچ،امریکہ مخالفت یاد آگئے
#بہروپیہ_کپتان",2022-07-21T01:10:27.000Z,2181,1646,4807,ur,2594.057299843014,0.1631080188610335,KhSaad_Rafique,Top 10%,,,,,,"RTS was brought to power by rigging the system, stealing votes
Under the pressure of the agencies, the members of the assembly went along
Fill the prisons with opponents
Destroy the institutions and the economy
How many times has the rate of corruption been increased?
Two knees in front of Trump and Modi
The Islamic touch, Jihad touch, US opposition were remembered on distrust
#Bahrupiah_Captain",0.25462922,0.38627577
504,1516208857256804359,"توشہ خانے سے انتہاٸ کم قیمت پر سرکاری تحائف خرید کر تین گُنا قیمت پر فروخت کرنے کا دھندا کرنیوالا 

ٹرپل شاہ  

اگر کلین ھے تو ھر طرف گرین گرین ھے",2022-04-19T00:15:36.000Z,1474,1897,6487,ur,2547.830455259027,0.1602013872154074,KhSaad_Rafique,Top 10%,,,,,,"A person who buys government gifts at a very low price and sells them at three times the price.

Triple King

If it is clean, there is green everywhere",0.011686437,0.09867197
505,1520517817128214529,"توھین ِ مسجد نبوی شریف ﷺ کا 
حساب دنیا میں بھی دینا ھوگا اور 
آخرت میں بھی 

پی ٹی آٸ مافیا نے مسلمانوں خصوصاًپاکستانیوں کے دِل چجلنی کر دیے 

توھین مسجد نبوی ﷺکے مجرموں انکے اعلانیہ سرپرستوں اورسہولت کاروں کیخلاف اب قانون اپنا راستہ بناۓ",2022-04-30T21:37:52.000Z,1178,3546,5633,ur,2525.819204604919,0.1588173732666552,KhSaad_Rafique,Top 10%,,,,,,"Insulting the Prophet's Mosque
Account will have to be given in the world as well
Even in the hereafter

PTI mafia made the hearts of Muslims especially Pakistanis angry

Let the law take its course against the perpetrators of blaspheming the Prophet's Mosque, their declared guardians and facilitators.",0.3047732,0.88178986
506,1550589293198020611,"میں حیرت میں ہوں جو پنجاب اسمبلی میں ہوا-عمران خان

جب سینٹ میں اکثریت اقلیت میں بدلی گىئ اور قومی اسمبلی میں آئین پامال ھوا تب آپکی حیرت اور غیرت کہاں سو گىئ تھیں ۔۔؟؟

#منی_گالا_کا_بہروپیہ_کپتان",2022-07-22T21:11:10.000Z,1809,634,6541,ur,2511.651753008896,0.157926558340448,KhSaad_Rafique,Top 10%,,,,,,"I am surprised what happened in Punjab Assembly - Imran Khan

When the majority in the Senate turned into a minority and the constitution was violated in the National Assembly, where did your surprise and honor lie??

#Mini_Gala_Bahrupiah_Captain",0.11479026,0.6108394
507,1512936560957669381,"یہ وقت کس کی رعونت پہ خاک ڈال گیا
یہ کون بول  رھا  تھا  خدا کے لہجے میں",2022-04-09T23:32:39.000Z,1234,1219,7583,ur,2485.221873364731,0.156264711739081,KhSaad_Rafique,Top 10%,,,,,,"Whose grace has this time put dust on?
Who was speaking in God's language?",0.0926474,0.4399529
508,1521201045170495490,"میو گارڈنز  آغاخان روڈ سے لالک جان چوک ڈیفنس تک گھر کا راستہ 15 کلومیٹر کے لگ بھگ ھے

چاند رات ھے آتے جاتے ھزاروں گاڑیاں / موٹر سائکلیں گزریں مگر راستے میں 

 PTI والے کہیں نظر نہیں آۓ !!
تیرا کیا بنے گا ۔۔۔",2022-05-02T18:52:46.000Z,1159,2291,6579,ur,2453.285714285715,0.1542566436683702,KhSaad_Rafique,Top 10%,,,,,,"The distance from Mayo Gardens Aga Khan Road to Lalak Jan Chowk Defense is around 15 km.

It is night and thousands of vehicles/motorcycles pass by but on the way

 PTI people are nowhere to be seen!!
What will happen to you?",0.030270588,0.27472824
509,1513409405739438082,"نواز شریف  رھبر

#وزیراعظم_شھبازشریف",2022-04-11T06:51:34.000Z,917,2833,6577,ur,2413.567242281528,0.1517592426737267,KhSaad_Rafique,Top 10%,,,,,,"Nawaz Sharif Leader

#Prime Minister Shahbaz Sharif",0.011497946,0.20165314
510,1527436891649458194,"مولانا فضل الرحمٰن صاھب نے اپنی تقریر میں آج نہایت اھم سوالات اٹھاۓ ھیں جو ھرپاکستانی کے دل کی آواز ھین 

پاکستان کے کریمنل جوڈیشل سسٹم کو اصل خطرہ نیب جیسے کالے قوانین، جانبدارانہ اور انتقامی پروسیکیوشن، عدلیہ پر دباؤ اورنظریۂِ ضرورت کے تحت کئے جانیوالے فیصلوں سے ھے",2022-05-19T23:51:48.000Z,1670,750,6259,ur,2394.776295133438,0.1505777135833581,KhSaad_Rafique,Top 10%,,,,,,"Maulana Fazlur Rehman sahib has raised very important questions in his speech today which are the voice of every Pakistani's heart.

The real threat to Pakistan's criminal judicial system is black laws like NAB, biased and vindictive prosecution, pressure on the judiciary and decisions made under the theory of necessity.",0.20335422,0.7279288
511,1524453901956784129,لندن — قائد مسلم لیگ ن ، صدرمسلم لیگ ن  و دیگر لیگی قائدین سے ملاقات ، طویل مشاورت ، پاکستان کی معاشی ، سیاسی انتظامی صورتحال کے مختلف پہلوؤں پر غورو خوض https://t.co/TFEcQ7Wk54,2022-05-11T18:18:27.000Z,1060,1726,7063,ur,2377.397959183673,0.1494850060521717,KhSaad_Rafique,Top 10%,https://t.co/TFEcQ7Wk54,social media,twitter,yes,yes,"London - Meeting with Leader of Muslim League-N, President Muslim League-N and other League leaders, long consultation, discussion on various aspects of Pakistan's economic, political and administrative situation https://t.co/TFEcQ7Wk54",0.017215505,0.47721025
512,1522745625586155521,سرکتی جاۓ ھے رُخ سے نقاب آھستہ آھستہ https://t.co/xrPcVJvdNp,2022-05-07T01:10:23.000Z,1422,583,6974,ur,2353.00863422292,0.1479514645702826,KhSaad_Rafique,Top 10%,https://t.co/xrPcVJvdNp,mainstream media,samaa news,yes,no,The veil is slowly slipping from the face https://t.co/xrPcVJvdNp,0.20009702,0.438233
513,1511493155400695808,"وزیر اعظم جعلی 

دعوے      جعلی
وعدے      جعلی 
نعرے       جعلی
ساتھی        جعلی
الزامات      جعلی
سفیرکاخط     جعلی",2022-04-05T23:57:05.000Z,1274,1940,6039,ur,2346.84275248561,0.1475637689111447,KhSaad_Rafique,Top 10%,,,,,,"Fake Prime Minister

Claims are fake
Fake promises
Slogans are fake
Fellow fake
The allegations are false
The ambassador's letter is fake",0.36456755,0.5680319
514,1518654784810668036,"PM s entourage for Umra will travel on normal passenger flights of PIA

 Media reports regarding  chartered  B-777asked by the Foreign Office to PIA r false &amp; baseless.

tickets rates r as per the existing market rate quoted by PIA

Travellers will pay from their own pocket.",2022-04-25T18:14:50.000Z,1350,2918,4690,en,2319.529042386185,0.1458463491986614,KhSaad_Rafique,Top 10%,,,,,,"PM's entourage for Umra will travel on normal passenger flights of PIA

 Media reports regarding chartered B-777 asked by the Foreign Office to PIA r false &amp; baseless.

Tickets rates r as per the existing market rate quoted by PIA

Travelers will pay from their own pocket.",0.057005897,0.18796234
515,1526649899554570246,"منحرف ارکان بارےسپریم کورٹ کے فیصلہ پرمبارکبادیں دینے اور لینے کے بعد اب PTI کا رونا دھونا سُنا نہیں جائیگا
سونامیوں سے گزارش ھےکہ فیصلے پر عملدرآمد کا انتظار فرمائیں اور تب تک خوب بغلیں بجائیں 
آگے آگے دیکھئے ھوتا ھے کیا۔۔",2022-05-17T19:44:34.000Z,1338,1180,6435,ur,2313.652799581371,0.1454768653317099,KhSaad_Rafique,Top 10%,,,,,,"After giving and receiving congratulations on the Supreme Court's verdict on defecting members, PTI will no longer be heard crying.
Tsunami people are requested to wait for the implementation of the decision and till then play their hands well
Are you looking ahead?",0.02449606,0.4381083
516,1532731811373129733,"پٹرولیم مصنوعات  کی قیمتیں عالمی منڈی کی قیمت کے قریب لاکر ملک کو ڈیفالٹ سے بچاتے بچاتے مخلوط حکومت  کا سیاسی اثاثہ  داؤ پر لگ گیا ھے

اتحادی سیاسی جماعتوں کیلئے یہ ایک مشکل ترین فیصلہ ھے

عمران اور اسکے سہولت کاروں کی سازش اور نالائقی کی سزا پوری قوم نے بھگتی ھے",2022-06-03T14:31:55.000Z,1160,3202,4828,ur,2287.956567242281,0.1438611486899552,KhSaad_Rafique,Top 10%,,,,,,"The coalition government's political assets are at stake while saving the country from default by bringing the prices of petroleum products close to the global market price.

This is a very difficult decision for the coalition political parties

The whole nation is suffering the punishment of Imran and his facilitators' conspiracy and incompetence",0.28312725,0.053866237
517,1519342204329902080,نومنتخب وزیر خارجہ کی حلف برداری کے بعد وزیر اعظم ھاؤس میں اھم قومی امور پر تبادلہ خیال https://t.co/wEAU7rnBRq,2022-04-27T15:46:24.000Z,814,2191,6810,ur,2270.466509680796,0.1427614163753328,KhSaad_Rafique,Top 10%,https://t.co/wEAU7rnBRq,mainstream media,tribune,yes,no,Discussion on important national issues at Prime Minister House after swearing in of newly elected Foreign Minister https://t.co/wEAU7rnBRq,0.0109324735,0.25504652
518,1515051766894706693,"نام نہاد ریاست ِ مدینہ کاچورحکمران 

سرکاری توشہ خانے میں نقب لگاتے 

ھوۓ رنگے ھاتھوں پکڑا گیا

نہ شرم نہ حیأ",2022-04-15T19:37:44.000Z,1145,2351,5612,ur,2265.647566718995,0.1424584129530294,KhSaad_Rafique,Top 10%,,,,,,"The ruler of the so-called state of Madinah

They would dig holes in the government treasury

He was caught red-handed

Neither shame nor modesty",0.23667802,0.7942931
519,1516513443049885699,"توشہ خانے کا چور 

شھر شھر چلنے والی فِلم کا موزوں ترین نام ھے",2022-04-19T20:25:54.000Z,1002,2645,5720,ur,2258.555468341183,0.1420124790424552,KhSaad_Rafique,Top 10%,,,,,,"The closet thief

Shahr Shahr is the most appropriate name for the movie",0.20056234,0.48303992
520,1522941061756203008,"فیصل آباد ریلوے سٹیشن :
قلیوں سے ملاقات ،پچھلے دورِ وزرات میں دی گئیں تمام سہولتیں بحال کی جائینگی
پلیٹ فارم کی مرمت /نئےمسافرشیڈکی تعمیر/اکانومی کلاس پسنجرلاؤنج اپ گریڈیشن،پارکنگ سٹینڈبحالی، سٹالز کی ری لوکیشن، A کلاس ریسٹورینٹ کی تعمیر کیلئے فوری قانونی اقدامات کی ھدایت https://t.co/FQjRRgufFy",2022-05-07T14:06:58.000Z,1594,416,6078,ur,2247.069073783359,0.1412902424672276,KhSaad_Rafique,Top 10%,https://t.co/FQjRRgufFy,social media,twitter,yes,yes,"Faisalabad Railway Station:
Meeting with Qulis, all the facilities given in the previous ministry will be restored
Directing immediate legal steps for platform repair / construction of new passenger shed / economy class passenger lounge upgradation, parking stand rehabilitation, relocation of stalls, construction of A class restaurant https://t.co/FQjRRgufFy",0.007351146,0.04557708
521,1515489739490607104,"غیر ملکی سازش کے جھوٹ کی کالک  

جلد توشہ خان کے مُنہ پر ملی جاۓ گی",2022-04-17T00:38:04.000Z,932,2304,6119,ur,2227.668498168498,0.1400703814204053,KhSaad_Rafique,Top 10%,,,,,,"Call of Foreign Conspiracy Lies

The skin will be found on the mouth of Tosha Khan",0.32397532,0.633763
522,1520010921707417601,#ابوجہل_عمران_نیازی,2022-04-29T12:03:38.000Z,1369,1579,5416,qht,2209.930141287284,0.1389550366479826,KhSaad_Rafique,Top 10%,,,,,,#Abu Jahl_Imran_Nyazi,,
